Date: 2005-03-18 00:00:00, Volatility: 0.094063, Naive Volatility: 0.096129, Shrinkage: 0.31
Date: 2009-06-11 00:00:00, Volatility: 0.165057, Naive Volatility: 0.173318, Shrinkage: 0.39
Date: 2009-06-12 00:00:00, Volatility: 0.168989, Naive Volatility: 0.176662, Shrinkage: 0.33
Date: 2009-06-15 00:00:00, Volatility: 0.148608, Naive Volatility: 0.155479, Shrinkage: 0.33
Date: 2009-06-16 00:00:00, Volatility: 0.148002, Naive Volatility: 0.155684, Shrinkage: 0.33
Date: 2009-06-17 00:00:00, Volatility: 0.145416, Naive Volatility: 0.152223, Shrinkage: 0.33
Date: 2009-06-18 00:00:00, Volatility: 0.139790, Naive Volatility: 0.148521, Shrinkage: 0.37
Date: 2009-06-19 00:00:00, Volatility: 0.138989, Naive Volatility: 0.147737, Shrinkage: 0.33
Date: 2009-06-22 00:00:00, Volatility: 0.138517, Naive Volatility: 0.149200, Shrinkage: 0.39
Date: 2009-06-23 00:00:00, Volatility: 0.138535, Naive Volatility: 0.149558, Shrinkage: 0.39
Date: 2009-06-24 00:00:00, Volatility: 0.142438, Naive Volatility: 0.151668, Shrinkage: 0.38
Date: 2009-06-25 00:00:00, Volatility: 0.135088, Naive Volatility: 0.149005, Shrinkage: 0.43
Date: 2009-06-26 00:00:00, Volatility: 0.135135, Naive Volatility: 0.148850, Shrinkage: 0.44
Date: 2009-06-29 00:00:00, Volatility: 0.134525, Naive Volatility: 0.147236, Shrinkage: 0.43
Date: 2009-06-30 00:00:00, Volatility: 0.134041, Naive Volatility: 0.148911, Shrinkage: 0.45
Date: 2009-07-01 00:00:00, Volatility: 0.127151, Naive Volatility: 0.142886, Shrinkage: 0.42
Date: 2009-07-02 00:00:00, Volatility: 0.104384, Naive Volatility: 0.120015, Shrinkage: 0.43
Date: 2009-07-06 00:00:00, Volatility: 0.093879, Naive Volatility: 0.097436, Shrinkage: 0.34
Date: 2009-07-07 00:00:00, Volatility: 0.082970, Naive Volatility: 0.089459, Shrinkage: 0.40
Date: 2009-07-08 00:00:00, Volatility: 0.091124, Naive Volatility: 0.092561, Shrinkage: 0.16
Date: 2009-07-09 00:00:00, Volatility: 0.091039, Naive Volatility: 0.092897, Shrinkage: 0.18
Date: 2009-07-10 00:00:00, Volatility: 0.088608, Naive Volatility: 0.090172, Shrinkage: 0.16
Date: 2009-07-13 00:00:00, Volatility: 0.080310, Naive Volatility: 0.082334, Shrinkage: 0.17
Date: 2009-07-14 00:00:00, Volatility: 0.079353, Naive Volatility: 0.081427, Shrinkage: 0.17
Date: 2009-07-15 00:00:00, Volatility: 0.071518, Naive Volatility: 0.076542, Shrinkage: 0.37
Date: 2009-07-16 00:00:00, Volatility: 0.070361, Naive Volatility: 0.076213, Shrinkage: 0.36
Date: 2009-07-17 00:00:00, Volatility: 0.070050, Naive Volatility: 0.071736, Shrinkage: 0.17
Date: 2009-07-20 00:00:00, Volatility: 0.073496, Naive Volatility: 0.074953, Shrinkage: 0.15
Date: 2009-07-21 00:00:00, Volatility: 0.071184, Naive Volatility: 0.073190, Shrinkage: 0.17
Date: 2009-07-22 00:00:00, Volatility: 0.074775, Naive Volatility: 0.076545, Shrinkage: 0.17
Date: 2009-07-23 00:00:00, Volatility: 0.069470, Naive Volatility: 0.076067, Shrinkage: 0.33
Date: 2009-07-24 00:00:00, Volatility: 0.079486, Naive Volatility: 0.084904, Shrinkage: 0.30
Date: 2009-07-27 00:00:00, Volatility: 0.079292, Naive Volatility: 0.084795, Shrinkage: 0.30
Date: 2009-07-28 00:00:00, Volatility: 0.079203, Naive Volatility: 0.085280, Shrinkage: 0.31
Date: 2009-07-29 00:00:00, Volatility: 0.076298, Naive Volatility: 0.080561, Shrinkage: 0.28
Date: 2009-07-30 00:00:00, Volatility: 0.076017, Naive Volatility: 0.079229, Shrinkage: 0.27
Date: 2009-07-31 00:00:00, Volatility: 0.072421, Naive Volatility: 0.073912, Shrinkage: 0.18
Date: 2009-08-03 00:00:00, Volatility: 0.072603, Naive Volatility: 0.074082, Shrinkage: 0.18
Date: 2009-08-04 00:00:00, Volatility: 0.083896, Naive Volatility: 0.087029, Shrinkage: 0.25
Date: 2009-08-05 00:00:00, Volatility: 0.079367, Naive Volatility: 0.083641, Shrinkage: 0.29
Date: 2009-08-06 00:00:00, Volatility: 0.077028, Naive Volatility: 0.080625, Shrinkage: 0.28
Date: 2009-08-07 00:00:00, Volatility: 0.082269, Naive Volatility: 0.086222, Shrinkage: 0.32
Date: 2009-08-10 00:00:00, Volatility: 0.084997, Naive Volatility: 0.091414, Shrinkage: 0.36
Date: 2009-08-11 00:00:00, Volatility: 0.085717, Naive Volatility: 0.092415, Shrinkage: 0.34
Date: 2009-08-12 00:00:00, Volatility: 0.085593, Naive Volatility: 0.092085, Shrinkage: 0.33
Date: 2009-08-13 00:00:00, Volatility: 0.085390, Naive Volatility: 0.091169, Shrinkage: 0.37
Date: 2009-08-14 00:00:00, Volatility: 0.084159, Naive Volatility: 0.090015, Shrinkage: 0.36
Date: 2009-08-17 00:00:00, Volatility: 0.082020, Naive Volatility: 0.089029, Shrinkage: 0.40
Date: 2009-08-18 00:00:00, Volatility: 0.081758, Naive Volatility: 0.088673, Shrinkage: 0.37
Date: 2009-08-19 00:00:00, Volatility: 0.079901, Naive Volatility: 0.092071, Shrinkage: 0.55
Date: 2009-08-20 00:00:00, Volatility: 0.079318, Naive Volatility: 0.090998, Shrinkage: 0.55
Date: 2009-08-21 00:00:00, Volatility: 0.068685, Naive Volatility: 0.083148, Shrinkage: 0.56
Date: 2009-08-24 00:00:00, Volatility: 0.069224, Naive Volatility: 0.083117, Shrinkage: 0.56
Date: 2009-08-25 00:00:00, Volatility: 0.069983, Naive Volatility: 0.082590, Shrinkage: 0.54
Date: 2009-08-26 00:00:00, Volatility: 0.071471, Naive Volatility: 0.084087, Shrinkage: 0.53
Date: 2009-08-27 00:00:00, Volatility: 0.072503, Naive Volatility: 0.086725, Shrinkage: 0.54
Date: 2009-08-28 00:00:00, Volatility: 0.083059, Naive Volatility: 0.098223, Shrinkage: 0.47
Date: 2009-08-31 00:00:00, Volatility: 0.083251, Naive Volatility: 0.099465, Shrinkage: 0.48
Date: 2009-09-01 00:00:00, Volatility: 0.070892, Naive Volatility: 0.091242, Shrinkage: 0.53
Date: 2009-09-02 00:00:00, Volatility: 0.084347, Naive Volatility: 0.102416, Shrinkage: 0.59
Date: 2009-09-03 00:00:00, Volatility: 0.084249, Naive Volatility: 0.102456, Shrinkage: 0.60
Date: 2009-09-04 00:00:00, Volatility: 0.080120, Naive Volatility: 0.095903, Shrinkage: 0.60
Date: 2009-09-08 00:00:00, Volatility: 0.083311, Naive Volatility: 0.090851, Shrinkage: 0.50
Date: 2009-09-09 00:00:00, Volatility: 0.081736, Naive Volatility: 0.088057, Shrinkage: 0.45
Date: 2009-09-10 00:00:00, Volatility: 0.082084, Naive Volatility: 0.090405, Shrinkage: 0.47
Date: 2009-09-11 00:00:00, Volatility: 0.083369, Naive Volatility: 0.091417, Shrinkage: 0.50
Date: 2009-09-14 00:00:00, Volatility: 0.083052, Naive Volatility: 0.091167, Shrinkage: 0.51
Date: 2009-09-15 00:00:00, Volatility: 0.087724, Naive Volatility: 0.089541, Shrinkage: 0.15
Date: 2009-09-16 00:00:00, Volatility: 0.081752, Naive Volatility: 0.089372, Shrinkage: 0.46
Date: 2009-09-17 00:00:00, Volatility: 0.082550, Naive Volatility: 0.090077, Shrinkage: 0.42
Date: 2009-09-18 00:00:00, Volatility: 0.086008, Naive Volatility: 0.087945, Shrinkage: 0.15
Date: 2009-09-21 00:00:00, Volatility: 0.085983, Naive Volatility: 0.093471, Shrinkage: 0.48
Date: 2009-09-22 00:00:00, Volatility: 0.085398, Naive Volatility: 0.093289, Shrinkage: 0.43
Date: 2009-09-23 00:00:00, Volatility: 0.095632, Naive Volatility: 0.098094, Shrinkage: 0.16
Date: 2009-09-24 00:00:00, Volatility: 0.090721, Naive Volatility: 0.100107, Shrinkage: 0.46
Date: 2009-09-25 00:00:00, Volatility: 0.100847, Naive Volatility: 0.105253, Shrinkage: 0.42
Date: 2009-09-28 00:00:00, Volatility: 0.099253, Naive Volatility: 0.100017, Shrinkage: 0.15
Date: 2009-09-29 00:00:00, Volatility: 0.098880, Naive Volatility: 0.099777, Shrinkage: 0.15
Date: 2009-09-30 00:00:00, Volatility: 0.102819, Naive Volatility: 0.103980, Shrinkage: 0.28
Date: 2009-10-01 00:00:00, Volatility: 0.102016, Naive Volatility: 0.102777, Shrinkage: 0.15
Date: 2009-10-02 00:00:00, Volatility: 0.113931, Naive Volatility: 0.116098, Shrinkage: 0.39
Date: 2009-10-05 00:00:00, Volatility: 0.113867, Naive Volatility: 0.115937, Shrinkage: 0.40
Date: 2009-10-06 00:00:00, Volatility: 0.112198, Naive Volatility: 0.113355, Shrinkage: 0.15
Date: 2009-10-07 00:00:00, Volatility: 0.112406, Naive Volatility: 0.113739, Shrinkage: 0.16
Date: 2009-10-08 00:00:00, Volatility: 0.121693, Naive Volatility: 0.123060, Shrinkage: 0.16
Date: 2009-10-09 00:00:00, Volatility: 0.121178, Naive Volatility: 0.123359, Shrinkage: 0.18
Date: 2009-10-12 00:00:00, Volatility: 0.127584, Naive Volatility: 0.131515, Shrinkage: 0.31
Date: 2009-10-13 00:00:00, Volatility: 0.125785, Naive Volatility: 0.130285, Shrinkage: 0.26
Date: 2009-10-14 00:00:00, Volatility: 0.125537, Naive Volatility: 0.130331, Shrinkage: 0.27
Date: 2009-10-15 00:00:00, Volatility: 0.126534, Naive Volatility: 0.126790, Shrinkage: 0.15
Date: 2009-10-16 00:00:00, Volatility: 0.126898, Naive Volatility: 0.127046, Shrinkage: 0.18
Date: 2009-10-19 00:00:00, Volatility: 0.125484, Naive Volatility: 0.127667, Shrinkage: 0.00
Date: 2009-10-20 00:00:00, Volatility: 0.122971, Naive Volatility: 0.127458, Shrinkage: 0.00
Date: 2009-10-21 00:00:00, Volatility: 0.115098, Naive Volatility: 0.121493, Shrinkage: 0.00
Date: 2009-10-22 00:00:00, Volatility: 0.113402, Naive Volatility: 0.120508, Shrinkage: 0.00
Date: 2009-10-23 00:00:00, Volatility: 0.106841, Naive Volatility: 0.113283, Shrinkage: 0.00
Date: 2009-10-26 00:00:00, Volatility: 0.108285, Naive Volatility: 0.113169, Shrinkage: 0.00
Date: 2009-10-27 00:00:00, Volatility: 0.105146, Naive Volatility: 0.110851, Shrinkage: 0.00
Date: 2009-10-28 00:00:00, Volatility: 0.099522, Naive Volatility: 0.101196, Shrinkage: 0.00
Date: 2009-10-29 00:00:00, Volatility: 0.106400, Naive Volatility: 0.107618, Shrinkage: 0.01
Date: 2009-10-30 00:00:00, Volatility: 0.092353, Naive Volatility: 0.094623, Shrinkage: 0.00
Date: 2009-11-02 00:00:00, Volatility: 0.095646, Naive Volatility: 0.096940, Shrinkage: 0.00
Date: 2009-11-03 00:00:00, Volatility: 0.094397, Naive Volatility: 0.095208, Shrinkage: 0.00
Date: 2009-11-04 00:00:00, Volatility: 0.094064, Naive Volatility: 0.097293, Shrinkage: 0.00
Date: 2009-11-05 00:00:00, Volatility: 0.090276, Naive Volatility: 0.092003, Shrinkage: 0.00
Date: 2009-11-06 00:00:00, Volatility: 0.091222, Naive Volatility: 0.092812, Shrinkage: 0.00
Date: 2009-11-09 00:00:00, Volatility: 0.081841, Naive Volatility: 0.086695, Shrinkage: 0.00
Date: 2009-11-10 00:00:00, Volatility: 0.081015, Naive Volatility: 0.086656, Shrinkage: 0.00
Date: 2009-11-11 00:00:00, Volatility: 0.083265, Naive Volatility: 0.088203, Shrinkage: 0.00
Date: 2009-11-12 00:00:00, Volatility: 0.081557, Naive Volatility: 0.086339, Shrinkage: 0.00
Date: 2009-11-13 00:00:00, Volatility: 0.081695, Naive Volatility: 0.086787, Shrinkage: 0.00
Date: 2009-11-16 00:00:00, Volatility: 0.077131, Naive Volatility: 0.081697, Shrinkage: 0.00
Date: 2009-11-17 00:00:00, Volatility: 0.076012, Naive Volatility: 0.079464, Shrinkage: 0.00
Date: 2009-11-18 00:00:00, Volatility: 0.084564, Naive Volatility: 0.087235, Shrinkage: 0.00
Date: 2009-11-19 00:00:00, Volatility: 0.084865, Naive Volatility: 0.086822, Shrinkage: 0.00
Date: 2009-11-20 00:00:00, Volatility: 0.087312, Naive Volatility: 0.089123, Shrinkage: 0.00
Date: 2009-11-23 00:00:00, Volatility: 0.085875, Naive Volatility: 0.087521, Shrinkage: 0.00
Date: 2009-11-24 00:00:00, Volatility: 0.087645, Naive Volatility: 0.087979, Shrinkage: 0.00
Date: 2009-11-25 00:00:00, Volatility: 0.088361, Naive Volatility: 0.089503, Shrinkage: 0.04
Date: 2009-11-27 00:00:00, Volatility: 0.082170, Naive Volatility: 0.082119, Shrinkage: 0.00
Date: 2009-11-30 00:00:00, Volatility: 0.081038, Naive Volatility: 0.081834, Shrinkage: 0.03
Date: 2009-12-01 00:00:00, Volatility: 0.073372, Naive Volatility: 0.073115, Shrinkage: 0.14
Date: 2009-12-02 00:00:00, Volatility: 0.082875, Naive Volatility: 0.082461, Shrinkage: 0.15
Date: 2009-12-03 00:00:00, Volatility: 0.083293, Naive Volatility: 0.083754, Shrinkage: 0.00
Date: 2009-12-04 00:00:00, Volatility: 0.086413, Naive Volatility: 0.087439, Shrinkage: 0.00
Date: 2009-12-07 00:00:00, Volatility: 0.089543, Naive Volatility: 0.090024, Shrinkage: 0.15
Date: 2009-12-08 00:00:00, Volatility: 0.081466, Naive Volatility: 0.084733, Shrinkage: 0.48
Date: 2009-12-09 00:00:00, Volatility: 0.083752, Naive Volatility: 0.084733, Shrinkage: 0.21
Date: 2009-12-10 00:00:00, Volatility: 0.080361, Naive Volatility: 0.085200, Shrinkage: 0.60
Date: 2009-12-11 00:00:00, Volatility: 0.078177, Naive Volatility: 0.085212, Shrinkage: 0.72
Date: 2009-12-14 00:00:00, Volatility: 0.078908, Naive Volatility: 0.085595, Shrinkage: 0.61
Date: 2009-12-15 00:00:00, Volatility: 0.077962, Naive Volatility: 0.084767, Shrinkage: 0.58
Date: 2009-12-16 00:00:00, Volatility: 0.080204, Naive Volatility: 0.085228, Shrinkage: 0.58
Date: 2009-12-17 00:00:00, Volatility: 0.076263, Naive Volatility: 0.079455, Shrinkage: 0.38
Date: 2009-12-18 00:00:00, Volatility: 0.085585, Naive Volatility: 0.087291, Shrinkage: 0.24
Date: 2009-12-21 00:00:00, Volatility: 0.091822, Naive Volatility: 0.096460, Shrinkage: 0.36
Date: 2009-12-22 00:00:00, Volatility: 0.097870, Naive Volatility: 0.104120, Shrinkage: 0.51
Date: 2009-12-23 00:00:00, Volatility: 0.097449, Naive Volatility: 0.103923, Shrinkage: 0.50
Date: 2009-12-24 00:00:00, Volatility: 0.096161, Naive Volatility: 0.102294, Shrinkage: 0.51
Date: 2009-12-28 00:00:00, Volatility: 0.095751, Naive Volatility: 0.102030, Shrinkage: 0.52
Date: 2009-12-29 00:00:00, Volatility: 0.097393, Naive Volatility: 0.103487, Shrinkage: 0.52
Date: 2009-12-30 00:00:00, Volatility: 0.098609, Naive Volatility: 0.104484, Shrinkage: 0.52
Date: 2009-12-31 00:00:00, Volatility: 0.100164, Naive Volatility: 0.101590, Shrinkage: 0.16
Date: 2010-01-04 00:00:00, Volatility: 0.100748, Naive Volatility: 0.102948, Shrinkage: 0.41
Date: 2010-01-05 00:00:00, Volatility: 0.099974, Naive Volatility: 0.100908, Shrinkage: 0.00
Date: 2010-01-06 00:00:00, Volatility: 0.114140, Naive Volatility: 0.119976, Shrinkage: 0.00
Date: 2010-01-07 00:00:00, Volatility: 0.115722, Naive Volatility: 0.121026, Shrinkage: 0.00
Date: 2010-01-08 00:00:00, Volatility: 0.116333, Naive Volatility: 0.121870, Shrinkage: 0.00
Date: 2010-01-11 00:00:00, Volatility: 0.115992, Naive Volatility: 0.123136, Shrinkage: 0.00
Date: 2010-01-12 00:00:00, Volatility: 0.116557, Naive Volatility: 0.123886, Shrinkage: 0.00
Date: 2010-01-13 00:00:00, Volatility: 0.115660, Naive Volatility: 0.123810, Shrinkage: 0.00
Date: 2010-01-14 00:00:00, Volatility: 0.115544, Naive Volatility: 0.123479, Shrinkage: 0.00
Date: 2010-01-15 00:00:00, Volatility: 0.127807, Naive Volatility: 0.134170, Shrinkage: 0.00
Date: 2010-01-19 00:00:00, Volatility: 0.125408, Naive Volatility: 0.131695, Shrinkage: 0.00
Date: 2010-01-20 00:00:00, Volatility: 0.127462, Naive Volatility: 0.130935, Shrinkage: 0.00
Date: 2010-01-21 00:00:00, Volatility: 0.121301, Naive Volatility: 0.126280, Shrinkage: 0.00
Date: 2010-01-22 00:00:00, Volatility: 0.115549, Naive Volatility: 0.119652, Shrinkage: 0.00
Date: 2010-01-25 00:00:00, Volatility: 0.119048, Naive Volatility: 0.122476, Shrinkage: 0.00
Date: 2010-01-26 00:00:00, Volatility: 0.119358, Naive Volatility: 0.122736, Shrinkage: 0.00
Date: 2010-01-27 00:00:00, Volatility: 0.119546, Naive Volatility: 0.122787, Shrinkage: 0.00
Date: 2010-01-28 00:00:00, Volatility: 0.117759, Naive Volatility: 0.120992, Shrinkage: 0.00
Date: 2010-01-29 00:00:00, Volatility: 0.116924, Naive Volatility: 0.120022, Shrinkage: 0.00
Date: 2010-02-01 00:00:00, Volatility: 0.116522, Naive Volatility: 0.118916, Shrinkage: 0.00
Date: 2010-02-02 00:00:00, Volatility: 0.115895, Naive Volatility: 0.117072, Shrinkage: 0.01
Date: 2010-02-03 00:00:00, Volatility: 0.115954, Naive Volatility: 0.117046, Shrinkage: 0.01
Date: 2010-02-04 00:00:00, Volatility: 0.079867, Naive Volatility: 0.080265, Shrinkage: 0.00
Date: 2010-02-05 00:00:00, Volatility: 0.079239, Naive Volatility: 0.080389, Shrinkage: 0.00
Date: 2010-02-08 00:00:00, Volatility: 0.072921, Naive Volatility: 0.074858, Shrinkage: 0.00
Date: 2010-02-09 00:00:00, Volatility: 0.071343, Naive Volatility: 0.073402, Shrinkage: 0.00
Date: 2010-02-10 00:00:00, Volatility: 0.068452, Naive Volatility: 0.069035, Shrinkage: 0.01
Date: 2010-02-11 00:00:00, Volatility: 0.069682, Naive Volatility: 0.069685, Shrinkage: 0.10
Date: 2010-02-12 00:00:00, Volatility: 0.071281, Naive Volatility: 0.071288, Shrinkage: 0.10
Date: 2010-02-16 00:00:00, Volatility: 0.059846, Naive Volatility: 0.059638, Shrinkage: 0.14
Date: 2010-02-17 00:00:00, Volatility: 0.058308, Naive Volatility: 0.057942, Shrinkage: 0.15
Date: 2010-02-18 00:00:00, Volatility: 0.056573, Naive Volatility: 0.056235, Shrinkage: 0.15
Date: 2010-02-19 00:00:00, Volatility: 0.056665, Naive Volatility: 0.056716, Shrinkage: 0.14
Date: 2010-02-22 00:00:00, Volatility: 0.056575, Naive Volatility: 0.056760, Shrinkage: 0.15
Date: 2010-02-23 00:00:00, Volatility: 0.049395, Naive Volatility: 0.049634, Shrinkage: 0.15
Date: 2010-02-24 00:00:00, Volatility: 0.060696, Naive Volatility: 0.061048, Shrinkage: 0.02
Date: 2010-02-25 00:00:00, Volatility: 0.063194, Naive Volatility: 0.064163, Shrinkage: 0.00
Date: 2010-02-26 00:00:00, Volatility: 0.059244, Naive Volatility: 0.061546, Shrinkage: 0.00
Date: 2010-03-01 00:00:00, Volatility: 0.058876, Naive Volatility: 0.060840, Shrinkage: 0.00
Date: 2010-03-02 00:00:00, Volatility: 0.059452, Naive Volatility: 0.060564, Shrinkage: 0.00
Date: 2010-03-03 00:00:00, Volatility: 0.063011, Naive Volatility: 0.063368, Shrinkage: 0.03
Date: 2010-03-04 00:00:00, Volatility: 0.065964, Naive Volatility: 0.065964, Shrinkage: 0.10
Date: 2010-03-05 00:00:00, Volatility: 0.061722, Naive Volatility: 0.061498, Shrinkage: 0.15
Date: 2010-03-08 00:00:00, Volatility: 0.061516, Naive Volatility: 0.061490, Shrinkage: 0.14
Date: 2010-03-09 00:00:00, Volatility: 0.061622, Naive Volatility: 0.061601, Shrinkage: 0.15
Date: 2010-03-10 00:00:00, Volatility: 0.062388, Naive Volatility: 0.062449, Shrinkage: 0.15
Date: 2010-03-11 00:00:00, Volatility: 0.064943, Naive Volatility: 0.065399, Shrinkage: 0.22
Date: 2010-03-12 00:00:00, Volatility: 0.062573, Naive Volatility: 0.062810, Shrinkage: 0.16
Date: 2010-03-15 00:00:00, Volatility: 0.060353, Naive Volatility: 0.060300, Shrinkage: 0.15
Date: 2010-03-16 00:00:00, Volatility: 0.060395, Naive Volatility: 0.060444, Shrinkage: 0.16
Date: 2010-03-17 00:00:00, Volatility: 0.058994, Naive Volatility: 0.059195, Shrinkage: 0.21
Date: 2010-03-18 00:00:00, Volatility: 0.060260, Naive Volatility: 0.060284, Shrinkage: 0.15
Date: 2010-03-19 00:00:00, Volatility: 0.061357, Naive Volatility: 0.061539, Shrinkage: 0.15
Date: 2010-03-22 00:00:00, Volatility: 0.061537, Naive Volatility: 0.061939, Shrinkage: 0.16
Date: 2010-03-23 00:00:00, Volatility: 0.061436, Naive Volatility: 0.061260, Shrinkage: 0.15
Date: 2010-03-24 00:00:00, Volatility: 0.057032, Naive Volatility: 0.062051, Shrinkage: 0.53
Date: 2010-03-25 00:00:00, Volatility: 0.056258, Naive Volatility: 0.060998, Shrinkage: 0.33
Date: 2010-03-26 00:00:00, Volatility: 0.061119, Naive Volatility: 0.063046, Shrinkage: 0.26
Date: 2010-03-29 00:00:00, Volatility: 0.072086, Naive Volatility: 0.072460, Shrinkage: 0.00
Date: 2010-03-30 00:00:00, Volatility: 0.073164, Naive Volatility: 0.073757, Shrinkage: 0.00
Date: 2010-03-31 00:00:00, Volatility: 0.077873, Naive Volatility: 0.078225, Shrinkage: 0.00
Date: 2010-04-01 00:00:00, Volatility: 0.075868, Naive Volatility: 0.078145, Shrinkage: 0.00
Date: 2010-04-05 00:00:00, Volatility: 0.076985, Naive Volatility: 0.079923, Shrinkage: 0.00
Date: 2010-04-06 00:00:00, Volatility: 0.085840, Naive Volatility: 0.090259, Shrinkage: 0.00
Date: 2010-04-07 00:00:00, Volatility: 0.085137, Naive Volatility: 0.090534, Shrinkage: 0.00
Date: 2010-04-08 00:00:00, Volatility: 0.112488, Naive Volatility: 0.116815, Shrinkage: 0.00
Date: 2010-04-09 00:00:00, Volatility: 0.110265, Naive Volatility: 0.115067, Shrinkage: 0.00
Date: 2010-04-12 00:00:00, Volatility: 0.144450, Naive Volatility: 0.148571, Shrinkage: 0.00
Date: 2010-04-13 00:00:00, Volatility: 0.143259, Naive Volatility: 0.147648, Shrinkage: 0.00
Date: 2010-04-14 00:00:00, Volatility: 0.144966, Naive Volatility: 0.148996, Shrinkage: 0.00
Date: 2010-04-15 00:00:00, Volatility: 0.145335, Naive Volatility: 0.149067, Shrinkage: 0.00
Date: 2010-04-16 00:00:00, Volatility: 0.148278, Naive Volatility: 0.152334, Shrinkage: 0.00
Date: 2010-04-19 00:00:00, Volatility: 0.152413, Naive Volatility: 0.155368, Shrinkage: 0.00
Date: 2010-04-20 00:00:00, Volatility: 0.154630, Naive Volatility: 0.156101, Shrinkage: 0.00
Date: 2010-04-21 00:00:00, Volatility: 0.155610, Naive Volatility: 0.156389, Shrinkage: 0.00
Date: 2010-04-22 00:00:00, Volatility: 0.174274, Naive Volatility: 0.177989, Shrinkage: 0.00
Date: 2010-04-23 00:00:00, Volatility: 0.177053, Naive Volatility: 0.180529, Shrinkage: 0.00
Date: 2010-04-26 00:00:00, Volatility: 0.175043, Naive Volatility: 0.179076, Shrinkage: 0.00
Date: 2010-04-27 00:00:00, Volatility: 0.174532, Naive Volatility: 0.176700, Shrinkage: 0.00
Date: 2010-04-28 00:00:00, Volatility: 0.174149, Naive Volatility: 0.176487, Shrinkage: 0.00
Date: 2010-04-29 00:00:00, Volatility: 0.178370, Naive Volatility: 0.182368, Shrinkage: 0.00
Date: 2010-04-30 00:00:00, Volatility: 0.179642, Naive Volatility: 0.182971, Shrinkage: 0.00
Date: 2010-05-03 00:00:00, Volatility: 0.175600, Naive Volatility: 0.179527, Shrinkage: 0.00
Date: 2010-05-04 00:00:00, Volatility: 0.182751, Naive Volatility: 0.186732, Shrinkage: 0.00
Date: 2010-05-05 00:00:00, Volatility: 0.182534, Naive Volatility: 0.186929, Shrinkage: 0.00
Date: 2010-05-06 00:00:00, Volatility: 0.182648, Naive Volatility: 0.187278, Shrinkage: 0.00
Date: 2010-05-07 00:00:00, Volatility: 0.185138, Naive Volatility: 0.187213, Shrinkage: 0.00
Date: 2010-05-10 00:00:00, Volatility: 0.166142, Naive Volatility: 0.167483, Shrinkage: 0.01
Date: 2010-05-11 00:00:00, Volatility: 0.169904, Naive Volatility: 0.170859, Shrinkage: 0.00
Date: 2010-05-12 00:00:00, Volatility: 0.174027, Naive Volatility: 0.176343, Shrinkage: 0.00
Date: 2010-05-13 00:00:00, Volatility: 0.173869, Naive Volatility: 0.175573, Shrinkage: 0.00
Date: 2010-05-14 00:00:00, Volatility: 0.172780, Naive Volatility: 0.174359, Shrinkage: 0.00
Date: 2010-05-17 00:00:00, Volatility: 0.176822, Naive Volatility: 0.177702, Shrinkage: 0.02
Date: 2010-05-18 00:00:00, Volatility: 0.177089, Naive Volatility: 0.178039, Shrinkage: 0.00
Date: 2010-05-19 00:00:00, Volatility: 0.176523, Naive Volatility: 0.178064, Shrinkage: 0.00
Date: 2010-05-20 00:00:00, Volatility: 0.147841, Naive Volatility: 0.149515, Shrinkage: 0.00
Date: 2010-05-21 00:00:00, Volatility: 0.145599, Naive Volatility: 0.147901, Shrinkage: 0.00
Date: 2010-05-24 00:00:00, Volatility: 0.146990, Naive Volatility: 0.150610, Shrinkage: 0.00
Date: 2010-05-25 00:00:00, Volatility: 0.144652, Naive Volatility: 0.148123, Shrinkage: 0.00
Date: 2010-05-26 00:00:00, Volatility: 0.144684, Naive Volatility: 0.148332, Shrinkage: 0.00
Date: 2010-05-27 00:00:00, Volatility: 0.139184, Naive Volatility: 0.140721, Shrinkage: 0.00
Date: 2010-05-28 00:00:00, Volatility: 0.137367, Naive Volatility: 0.138895, Shrinkage: 0.00
Date: 2010-06-01 00:00:00, Volatility: 0.142932, Naive Volatility: 0.147017, Shrinkage: 0.00
Date: 2010-06-02 00:00:00, Volatility: 0.134998, Naive Volatility: 0.138420, Shrinkage: 0.00
Date: 2010-06-03 00:00:00, Volatility: 0.135617, Naive Volatility: 0.139245, Shrinkage: 0.00
Date: 2010-06-04 00:00:00, Volatility: 0.113739, Naive Volatility: 0.118142, Shrinkage: 0.00
Date: 2010-06-07 00:00:00, Volatility: 0.115971, Naive Volatility: 0.118493, Shrinkage: 0.00
Date: 2010-06-08 00:00:00, Volatility: 0.121531, Naive Volatility: 0.122548, Shrinkage: 0.03
Date: 2010-06-09 00:00:00, Volatility: 0.125091, Naive Volatility: 0.126814, Shrinkage: 0.00
Date: 2010-06-10 00:00:00, Volatility: 0.118063, Naive Volatility: 0.118148, Shrinkage: 0.06
Date: 2010-06-11 00:00:00, Volatility: 0.118479, Naive Volatility: 0.118541, Shrinkage: 0.12
Date: 2010-06-14 00:00:00, Volatility: 0.121435, Naive Volatility: 0.121479, Shrinkage: 0.08
Date: 2010-06-15 00:00:00, Volatility: 0.112343, Naive Volatility: 0.112595, Shrinkage: 0.14
Date: 2010-06-16 00:00:00, Volatility: 0.112910, Naive Volatility: 0.113060, Shrinkage: 0.15
Date: 2010-06-17 00:00:00, Volatility: 0.118956, Naive Volatility: 0.119052, Shrinkage: 0.13
Date: 2010-06-18 00:00:00, Volatility: 0.120146, Naive Volatility: 0.120253, Shrinkage: 0.12
